station,name,lat,long,elevation,date,snowf
USC00111577,Midway,41.7372,-87.7775,189,1960-11-09,0.3
USC00111577,Midway,41.7372,-87.7775,189,1960-11-29,0.4
USC00111577,Midway,41.7372,-87.7775,189,1960-12-11,0.2
USC00111577,Midway,41.7372,-87.7775,189,1960-12-12,0.6
USC00111577,Midway,41.7372,-87.7775,189,1960-12-19,1.5
USC00111577,Midway,41.7372,-87.7775,189,1960-12-20,11
USC00111577,Midway,41.7372,-87.7775,189,1960-12-24,0.4
USC00111577,Midway,41.7372,-87.7775,189,1960-12-26,0.1
USC00111577,Midway,41.7372,-87.7775,189,1960-12-28,0.1
USC00111577,Midway,41.7372,-87.7775,189,1960-12-29,0.1
USC00111577,Midway,41.7372,-87.7775,189,1961-01-02,0.5
USC00111577,Midway,41.7372,-87.7775,189,1961-01-03,0.1
USC00111577,Midway,41.7372,-87.7775,189,1961-01-19,3.8
USC00111577,Midway,41.7372,-87.7775,189,1961-01-21,0.2
USC00111577,Midway,41.7372,-87.7775,189,1961-01-23,0.6
USC00111577,Midway,41.7372,-87.7775,189,1961-01-26,1.1
USC00111577,Midway,41.7372,-87.7775,189,1961-02-03,6.3
USC00111577,Midway,41.7372,-87.7775,189,1961-02-04,0.1
USC00111577,Midway,41.7372,-87.7775,189,1961-02-11,0.6
USC00111577,Midway,41.7372,-87.7775,189,1961-02-25,0.1
USC00111577,Midway,41.7372,-87.7775,189,1961-03-08,3.8
USC00111577,Midway,41.7372,-87.7775,189,1961-04-01,0.2
USC00111577,Midway,41.7372,-87.7775,189,1961-04-09,1.8
USC00111577,Midway,41.7372,-87.7775,189,1961-04-15,1.1
USC00111577,Midway,41.7372,-87.7775,189,1961-04-16,5.4
USC00111577,Midway,41.7372,-87.7775,189,1961-04-17,0.3
USC00111577,Midway,41.7372,-87.7775,189,1961-11-19,1.5
USC00111577,Midway,41.7372,-87.7775,189,1961-11-20,0.1
USC00111577,Midway,41.7372,-87.7775,189,1961-12-09,1.1
USC00111577,Midway,41.7372,-87.7775,189,1961-12-12,0.3
USC00111577,Midway,41.7372,-87.7775,189,1961-12-15,0.3
USC00111577,Midway,41.7372,-87.7775,189,1961-12-19,1.5
USC00111577,Midway,41.7372,-87.7775,189,1961-12-21,0.4
USC00111577,Midway,41.7372,-87.7775,189,1961-12-22,1.5
USC00111577,Midway,41.7372,-87.7775,189,1961-12-23,10.2
USC00111577,Midway,41.7372,-87.7775,189,1961-12-24,0.2
USC00111577,Midway,41.7372,-87.7775,189,1961-12-26,0.2
USC00111577,Midway,41.7372,-87.7775,189,1961-12-27,0.3
USC00111577,Midway,41.7372,-87.7775,189,1961-12-28,0.3
USC00111577,Midway,41.7372,-87.7775,189,1961-12-29,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-01-05,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-01-06,6.3
USC00111577,Midway,41.7372,-87.7775,189,1962-01-07,2
USC00111577,Midway,41.7372,-87.7775,189,1962-01-08,0.4
USC00111577,Midway,41.7372,-87.7775,189,1962-01-12,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-01-14,5.3
USC00111577,Midway,41.7372,-87.7775,189,1962-01-15,1.4
USC00111577,Midway,41.7372,-87.7775,189,1962-01-18,0.1
USC00111577,Midway,41.7372,-87.7775,189,1962-01-19,3.1
USC00111577,Midway,41.7372,-87.7775,189,1962-01-21,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-01-28,0.4
USC00111577,Midway,41.7372,-87.7775,189,1962-01-31,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-02-01,1.3
USC00111577,Midway,41.7372,-87.7775,189,1962-02-07,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-02-09,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-02-10,0.1
USC00111577,Midway,41.7372,-87.7775,189,1962-02-11,0.9
USC00111577,Midway,41.7372,-87.7775,189,1962-02-15,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-02-17,0.6
USC00111577,Midway,41.7372,-87.7775,189,1962-02-18,1.9
USC00111577,Midway,41.7372,-87.7775,189,1962-02-19,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-02-21,4
USC00111577,Midway,41.7372,-87.7775,189,1962-02-22,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-02-23,1.1
USC00111577,Midway,41.7372,-87.7775,189,1962-02-24,0.4
USC00111577,Midway,41.7372,-87.7775,189,1962-02-27,0.9
USC00111577,Midway,41.7372,-87.7775,189,1962-02-28,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-03-04,0.4
USC00111577,Midway,41.7372,-87.7775,189,1962-03-05,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-03-06,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-03-08,2.5
USC00111577,Midway,41.7372,-87.7775,189,1962-03-09,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-03-10,0.4
USC00111577,Midway,41.7372,-87.7775,189,1962-03-11,0.1
USC00111577,Midway,41.7372,-87.7775,189,1962-03-12,0.6
USC00111577,Midway,41.7372,-87.7775,189,1962-03-13,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-03-14,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-03-21,1.2
USC00111577,Midway,41.7372,-87.7775,189,1962-04-13,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-10-25,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-11-04,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-11-18,0.1
USC00111577,Midway,41.7372,-87.7775,189,1962-12-05,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-12-06,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-12-08,0.2
USC00111577,Midway,41.7372,-87.7775,189,1962-12-09,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-12-13,0.5
USC00111577,Midway,41.7372,-87.7775,189,1962-12-21,0.9
USC00111577,Midway,41.7372,-87.7775,189,1962-12-22,0.3
USC00111577,Midway,41.7372,-87.7775,189,1962-12-25,1.2
USC00111577,Midway,41.7372,-87.7775,189,1962-12-29,0.1
USC00111577,Midway,41.7372,-87.7775,189,1962-12-31,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-01-07,0.1
USC00111577,Midway,41.7372,-87.7775,189,1963-01-11,2.8
USC00111577,Midway,41.7372,-87.7775,189,1963-01-12,0.6
USC00111577,Midway,41.7372,-87.7775,189,1963-01-19,8.8
USC00111577,Midway,41.7372,-87.7775,189,1963-01-20,0.1
USC00111577,Midway,41.7372,-87.7775,189,1963-01-21,1.4
USC00111577,Midway,41.7372,-87.7775,189,1963-01-22,2.9
USC00111577,Midway,41.7372,-87.7775,189,1963-01-25,0.9
USC00111577,Midway,41.7372,-87.7775,189,1963-01-26,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-01-27,0.7
USC00111577,Midway,41.7372,-87.7775,189,1963-01-30,0.9
USC00111577,Midway,41.7372,-87.7775,189,1963-01-31,1.5
USC00111577,Midway,41.7372,-87.7775,189,1963-02-01,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-02-09,0.9
USC00111577,Midway,41.7372,-87.7775,189,1963-02-10,1.4
USC00111577,Midway,41.7372,-87.7775,189,1963-02-11,0.4
USC00111577,Midway,41.7372,-87.7775,189,1963-02-13,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-02-20,2.5
USC00111577,Midway,41.7372,-87.7775,189,1963-02-23,2.6
USC00111577,Midway,41.7372,-87.7775,189,1963-02-25,0.7
USC00111577,Midway,41.7372,-87.7775,189,1963-02-27,2
USC00111577,Midway,41.7372,-87.7775,189,1963-02-28,0.1
USC00111577,Midway,41.7372,-87.7775,189,1963-03-03,0.2
USC00111577,Midway,41.7372,-87.7775,189,1963-03-06,1.2
USC00111577,Midway,41.7372,-87.7775,189,1963-03-07,0.5
USC00111577,Midway,41.7372,-87.7775,189,1963-03-11,3.2
USC00111577,Midway,41.7372,-87.7775,189,1963-03-12,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-12-02,0.3
USC00111577,Midway,41.7372,-87.7775,189,1963-12-04,0.4
USC00111577,Midway,41.7372,-87.7775,189,1963-12-08,0.7
USC00111577,Midway,41.7372,-87.7775,189,1963-12-11,2.5
USC00111577,Midway,41.7372,-87.7775,189,1963-12-12,0.2
USC00111577,Midway,41.7372,-87.7775,189,1963-12-17,3.2
USC00111577,Midway,41.7372,-87.7775,189,1963-12-23,0.6
USC00111577,Midway,41.7372,-87.7775,189,1964-01-13,2.1
USC00111577,Midway,41.7372,-87.7775,189,1964-01-25,0.4
USC00111577,Midway,41.7372,-87.7775,189,1964-02-12,2
USC00111577,Midway,41.7372,-87.7775,189,1964-02-13,0.7
USC00111577,Midway,41.7372,-87.7775,189,1964-02-15,1.6
USC00111577,Midway,41.7372,-87.7775,189,1964-02-16,0.4
USC00111577,Midway,41.7372,-87.7775,189,1964-02-19,0.2
USC00111577,Midway,41.7372,-87.7775,189,1964-02-21,0.7
USC00111577,Midway,41.7372,-87.7775,189,1964-02-25,0.8
USC00111577,Midway,41.7372,-87.7775,189,1964-03-07,0.2
USC00111577,Midway,41.7372,-87.7775,189,1964-03-08,3.5
USC00111577,Midway,41.7372,-87.7775,189,1964-03-11,0.1
USC00111577,Midway,41.7372,-87.7775,189,1964-03-17,0.2
USC00111577,Midway,41.7372,-87.7775,189,1964-03-20,6
USC00111577,Midway,41.7372,-87.7775,189,1964-03-26,0.3
USC00111577,Midway,41.7372,-87.7775,189,1964-03-28,1
USC00111577,Midway,41.7372,-87.7775,189,1964-03-29,7.1
USC00111577,Midway,41.7372,-87.7775,189,1964-11-19,0.4
USC00111577,Midway,41.7372,-87.7775,189,1964-11-20,0.4
USC00111577,Midway,41.7372,-87.7775,189,1964-12-01,1.5
USC00111577,Midway,41.7372,-87.7775,189,1964-12-02,4.6
USC00111577,Midway,41.7372,-87.7775,189,1964-12-04,4.6
USC00111577,Midway,41.7372,-87.7775,189,1964-12-05,0.1
USC00111577,Midway,41.7372,-87.7775,189,1964-12-07,0.2
USC00111577,Midway,41.7372,-87.7775,189,1964-12-08,0.7
USC00111577,Midway,41.7372,-87.7775,189,1964-12-19,0.2
USC00111577,Midway,41.7372,-87.7775,189,1964-12-25,1.5
USC00111577,Midway,41.7372,-87.7775,189,1965-01-13,0.4
USC00111577,Midway,41.7372,-87.7775,189,1965-01-14,1.2
USC00111577,Midway,41.7372,-87.7775,189,1965-01-15,2.7
USC00111577,Midway,41.7372,-87.7775,189,1965-01-26,3.5
USC00111577,Midway,41.7372,-87.7775,189,1965-01-31,2.2
USC00111577,Midway,41.7372,-87.7775,189,1965-02-01,0.9
USC00111577,Midway,41.7372,-87.7775,189,1965-02-12,0.2
USC00111577,Midway,41.7372,-87.7775,189,1965-02-16,0.5
USC00111577,Midway,41.7372,-87.7775,189,1965-02-23,3.4
USC00111577,Midway,41.7372,-87.7775,189,1965-02-24,6.5
USC00111577,Midway,41.7372,-87.7775,189,1965-02-25,1.6
USC00111577,Midway,41.7372,-87.7775,189,1965-03-04,4.9
USC00111577,Midway,41.7372,-87.7775,189,1965-03-05,0.7
USC00111577,Midway,41.7372,-87.7775,189,1965-03-09,0.5
USC00111577,Midway,41.7372,-87.7775,189,1965-03-11,0.7
USC00111577,Midway,41.7372,-87.7775,189,1965-03-14,0.3
USC00111577,Midway,41.7372,-87.7775,189,1965-03-17,3.7
USC00111577,Midway,41.7372,-87.7775,189,1965-03-20,0.2
USC00111577,Midway,41.7372,-87.7775,189,1965-03-21,0.7
USC00111577,Midway,41.7372,-87.7775,189,1965-03-22,2.5
USC00111577,Midway,41.7372,-87.7775,189,1965-03-23,5.4
USC00111577,Midway,41.7372,-87.7775,189,1965-03-24,1.8
USC00111577,Midway,41.7372,-87.7775,189,1965-03-25,0.5
USC00111577,Midway,41.7372,-87.7775,189,1965-03-26,0.4
USC00111577,Midway,41.7372,-87.7775,189,1965-12-16,0.3
USC00111577,Midway,41.7372,-87.7775,189,1965-12-19,0.2
USC00111577,Midway,41.7372,-87.7775,189,1965-12-20,1.9
USC00111577,Midway,41.7372,-87.7775,189,1965-12-24,0.5
USC00111577,Midway,41.7372,-87.7775,189,1965-12-25,2.9
USC00111577,Midway,41.7372,-87.7775,189,1966-01-07,0.7
USC00111577,Midway,41.7372,-87.7775,189,1966-01-12,2.1
USC00111577,Midway,41.7372,-87.7775,189,1966-01-13,1.5
USC00111577,Midway,41.7372,-87.7775,189,1966-01-16,2
USC00111577,Midway,41.7372,-87.7775,189,1966-01-20,0.1
USC00111577,Midway,41.7372,-87.7775,189,1966-01-21,0.2
USC00111577,Midway,41.7372,-87.7775,189,1966-01-22,0.5
USC00111577,Midway,41.7372,-87.7775,189,1966-01-25,1.7
USC00111577,Midway,41.7372,-87.7775,189,1966-01-27,0.3
USC00111577,Midway,41.7372,-87.7775,189,1966-02-01,1.1
USC00111577,Midway,41.7372,-87.7775,189,1966-02-13,0.3
USC00111577,Midway,41.7372,-87.7775,189,1966-02-18,0.9
USC00111577,Midway,41.7372,-87.7775,189,1966-02-19,1.1
USC00111577,Midway,41.7372,-87.7775,189,1966-02-22,0.1
USC00111577,Midway,41.7372,-87.7775,189,1966-02-23,0.1
USC00111577,Midway,41.7372,-87.7775,189,1966-02-28,2.4
USC00111577,Midway,41.7372,-87.7775,189,1966-03-04,0.6
USC00111577,Midway,41.7372,-87.7775,189,1966-03-05,0.9
USC00111577,Midway,41.7372,-87.7775,189,1966-03-06,0.2
USC00111577,Midway,41.7372,-87.7775,189,1966-03-24,0.4
USC00111577,Midway,41.7372,-87.7775,189,1966-03-25,0.1
USC00111577,Midway,41.7372,-87.7775,189,1966-03-26,1.6
USC00111577,Midway,41.7372,-87.7775,189,1966-05-11,0.2
USC00111577,Midway,41.7372,-87.7775,189,1966-11-02,1.5
USC00111577,Midway,41.7372,-87.7775,189,1966-12-01,1
USC00111577,Midway,41.7372,-87.7775,189,1966-12-10,0.5
USC00111577,Midway,41.7372,-87.7775,189,1966-12-21,0.6
USC00111577,Midway,41.7372,-87.7775,189,1966-12-27,0.2
USC00111577,Midway,41.7372,-87.7775,189,1966-12-28,4.2
USC00111577,Midway,41.7372,-87.7775,189,1966-12-31,0.2
USC00111577,Midway,41.7372,-87.7775,189,1967-01-01,0.1
